Question,Tag
Poderia fazer um anuncio pra pagamento avista ?,pagamento
Ola.. Efetuando o pagamento consigo pegar com voce hoje ?,entrega
Aceita esse valor em 2x cartão?,pagamento
Ainda está disponíve?,estoque
Boa noite. Retira em maos?,entrega
Esse valor parcelado no cartao,pagamento
pq aumentou o valor?,pagamento
tem marcas de uso?,especificacoes-tecnicas
Ainda está disponível ? Abaixa o valor ?,estoque
você tem ele na cor preta?,cor
Q cor é à frente dele,cor
"Oi, já to com problema no celular. No fone, as pessoas não me escutam. Como ainda está na garantia, gostaria de mandar para assistência.",especificacoes-tecnicas
Teria dele na cor preta ?,cor
"olá. boa tarde, poderia me passar o whatsapp para fins de dúvidas?",contato
Tem na cor preto brilhante ou preto fosco? O telefone se encontra em perfeito estado?,cor
Aceita uma Apple TV 4 geração de 32 gb ??!,oferta
"Referente a nota fiscal, ja está emitida em nomde de terceiros nesse caso? Vc envia a nota fiscal junto, correto?",nf
Pega whatsapp?,contato
"Amigo, vc tem a senha do iCloud? IMEI tudo direitinho?",especificacoes-tecnicas
Boa noite ! Ainda tem o aparelho? Tem na cor dourada?,cor
Faz aí pow ..o frete vai sair caro pramim,frete
perfeito! agradeço,agradecimento
Olá você tem o 512 gb e na cor Gold ?,cor
Posso efetuar a compra? Quanto fica o frete para o cep 96050-320,frete
Tem como parcelar sem juros?,pagamento
Boa tarde ainda disponível cor rosa?,cor
"Olá pagamento aprovado, aguardo envio",agradecimento
Só tem na cor rosa???,cor
"Há possibilidade de chegar antes? Se colocar Sedex para 15093526, não chega até o Natal?",entrega
Boa noite. Envia para Fortaleza-CE ?,entrega
qual prazo de envio de vocês ? postagem para todo brasil ?,entrega
Vamo trocar,oferta
"O frete para minha região é de arrepiar, kkkkkk",frete
Que cor tem?,cor
Boa tarde. Posso retirar amanhã em mãos?,entrega
Vem carregado e fone original,acessorios
face id funcionando?,especificacoes-tecnicas
Tem algum telefone para contato que podemos negociar?,contato
Boa tarde aceita 3500?,oferta
"Legal, quero sim",agradecimento
Foi vendido ??,estoque
Tá pegando Tudo até a digital?,especificacoes-tecnicas
Me chama no whasapp,contato
ainda está a venda,estoque
Tá foncionando direito,especificacoes-tecnicas
"ola, pq nao consifo contato neste anuncio de vcs?https://www.mercadolivre.com.br/p/MLB6240116?pdp_filters=item_id:MLB1443006054#cart_referer=item  no anuncio, nas respostas, diz novo com acessorios (carregador, fone, adaptador) originais e garantia apple, nao entendo, me explica?",contato
tem na cor rosa? tem garantia ?,cor
Se eu fechar agora não tem como fazer pelo valor q estava hoje de manhã?,oferta
perfeito,agradecimento
Este iPhone e novo lacrado?,condicao
O frete é só pago para fora do Estado de São Paulo é,frete
o cor dourado vem com marcas de uso atras,cor
Tem quento tempo de garantia?,garantia
Vem fone d ouvido,acessorios
Estar disponível,estoque
Este aparelho é recondicionado (refurbished)?,especificacoes-tecnicas
"Bom dia vou fazer a compra do Iphone Xr preto, vc manda uma pelicula e uma capa de brinde?",brinde
"Boa noite! Você só tem este, ou tem outras cores??",cor
Quanto tá a saúde da bateria,condicao
Qual versão do IOS eu consigo atualizar ele? Preciso que seja versão 8 ou superior para testar aplicativos...,especificacoes-tecnicas
"Bom dia, tem a pronta entrega para envio imediato ??? Pra pagamento em dinheiro via boleto tem desconto ??",pagamento
Está certo esse valor do frete de 229 reais o frete normal para Rio de Janeiro??,frete
A entrega é imediata. Qual a previsão de entrega e frete para o CEP 07072-130?,frete
800 e frete grátis?,frete
Mais o carregador é original né?,acessorios
Vich deixe queto entao falo,agradecimento
Boa tarde !!! Gostaria de saber se aparelho vem com todos acessórios e nota fiscal.??,acessorios
o iphone 6 e o iphone 7 sao do mesmo tamanho ne,especificacoes-tecnicas
"Ok. Gostei.   Qerro compra o dourado com 99% de bateria. Pode me mandar ft dele agorra pelo Whatsapp.  DD onze,  nove.sete.cinco.seis.zerro.nove.cinco.zerro.zerro.",contato
Queria saber se é original,original
"Aceita 350,00?",oferta
Qual cor ?,cor
No anúncio tá frete grátis mas qdo vou comprar aparece 46 reais de frete,frete
Olá . Ainda está disponível? Está enviando para o Espírito Santo ?,estoque
Faria isso por aqui ou por WhatsApp?,contato
Não tem como manda o WhatsApp,contato
ola sou de goiania posso retirar produto apos pagamento ?,entrega
Quer passa seu zap,contato
"Olá boa noite vc tem outras cores desse modelo ? E vem com fone de ouvido, carregador tudo ??",cor
Vem com capa?,acessorios
TEM NA COR ROSE OU BRANCO ???,cor
"Boa noite, celular sem problemas? Teriam da cor preta?",cor
Olá ... tem na cor branca?,cor
iCloud liberado? Tá com defeito em alguma coisa?,especificacoes-tecnicas
Como é novo se só vem o aparelho?,condicao
Fecha negócio em 2000?,oferta
Se for pagamento à vista qual o menor valor .,pagamento
Qual o contato,contato
Da pra negociar? É a minha primeira compra,oferta
Tenho enteresse da compra algum meio para com tato,contato
Boa noite vc n tem ele com 32 gb e q acompanha carregador,especificacoes-tecnicas
"Boa noite, esse é o seu melhor preço?",oferta
Ele é todo original? Já trocou algum componente? Te. Todos os acessórios?,acessorios
Eu fico!! Assim que efetuar o pagamento você já envia ?,entrega
Qual modelo dele ?,especificacoes-tecnicas
"Boa noite. Quero usá-lo com a tela inteira e vou trocá-la... Aceita R$ 800,00? Obrigado antecipadamente...",oferta
Como faço se der defeito?,condicao
"Bom dia,ainda há estoque do aparelho?",estoque
"qual o tamanho da tela, o aparelho está funcionando tudo perfeito?",especificacoes-tecnicas
Novo ou original?,original
Ola.boa tarde só tem na cor preta??,cor
"Bom dia, tem para pronta entrega na cor preto fosco ?",cor
Meu cartão pede 48 horas pra aprovar o pagamento..favor não cancelarem a venda . Obrigada,pagamento
Menor valor,pagamento
O celular está com algum defeito? Ou está em ótimas condições???,condicao
Pode passa seu contato para te liga???? Ele tem algum problema de técnico???,contato
Qro  na cor branca! Enviei no campo de mensagem,cor
Ok vou realizar a compra e te confirmo a cor que qro,cor
Tem na cor lilás?,cor
"Boa noite, teria na cor preto?",cor
Ta funcionando perfeitamente? Todos os botões? Ou tem algum defeito?,especificacoes-tecnicas
Preciso do ddd de vceis,contato
"A vista, pode ativar o anúncio novamente. Amanhã, primeiro horário ja faço pagamento.",pagamento
+ 2000 parcelado sem juros ?,oferta
desbloqueado para brasil,especificacoes-tecnicas
Voce ainda tem o dourado,cor
tem esse na cor cinza espacial?,cor
Ok entro em contato em breve,contato
Bom dia na cor ouro a frente e branca,cor
Bom dia.. como faço pra dar uma entrada nesse valor?,pagamento
Oi Boa tarde tbm sou de mg teria como fazer o pagamento em mãos ?,pagamento
"900,00 para fechar agora?",oferta
Vc parcelaria em quantas vezes ?,pagamento
Boa noite qual cores disponíveis  ?,cor
So me mandando o fone agradeco pq n tenho fone e em questao da nota ta de boa,acessorios
Acabei de efetuar a compra no link que você mandou obrigado,agradecimento
Troca em um celta?,oferta
Faria 1.800 para pagamento por boleto ?,oferta
Tem na cor vermelha?,cor
Tenho interesse.  Porque não consigo efetuar o pagamento?,pagamento
Ele está disponível nessa cor vermelha?,cor
Você troca por Samsung S9 plus,oferta
Novo lacrado? original?,condicao
Bauru/SP. Mas pago o frete também. Você coloca nos correios.,entrega
O aparelho é novo lacrado? Cor preto?,cor
Vc tem Whatsapp pra gente poder conversar em questão do celular?,contato
Qual o valor? Tem algum anúncio?,pagamento
Qual cor que é esse iphone? prata?,cor
esse é o menor valor então ?,pagamento
É novo quantas polegadas e a tela,especificacoes-tecnicas
O aparelho e novo sem arranhões,condicao
Está com algum defeito?,especificacoes-tecnicas
Possui ele na cor prata ?,cor
Amigo tem na cor dourada?? Tem alguma marca de uso? Saúde da bateria?,cor
Qual cor disponivel?,cor
Ainda tem disponível na cor preta ??,cor
na cor branco,cor
ainda esta disponível? nao teria na cor prata?,cor
Consigo falar pouco mais sobre o aparelho com vc no Zap ?,contato
Me chame para nos falarmos CEP 11957926013 att maisaa,contato
E quanto,pagamento
Pq tao barato?,oferta
Boa tarde! Tenho interesse,agradecimento
"Ok obrigada ,vc não tem de 128 gb né",agradecimento
funciona tudo? é o plus?,especificacoes-tecnicas
Ola me enteresso quero efetuar a compra mais antes saber detalhes teria um Email para contato pois estou no trabalho e eu quero comprar desde ja obrigado,contato
Sim ótimo e vc pode me passar seu zap ? Sou aqui de Itaquera,contato
"Se confirmar o pagamento ainda hj, envia amanhã?",entrega
"Boa noite, tem na cor rosé?",cor
tudo funcionando? icloud livre? podemos nos encontrar no metrô de sp ou no shopping tatuapé?,entrega
Comprando hj vc já envia segunda.?,entrega
ja vendeu,estoque
"Estou querendo comprar, mas estou com receio do produto não ser original",original
mandei email pra voce veja la,contato
Boa tarde é original e é novo.,original
É ou preto,cor
Efetuei a compra o pagamento já foi aprovado quando. Vc irá enviar ??,entrega
Tem como passar seu Whats para melhor Negociacao?,contato
"Faz 900,00 compro agr !",oferta
Me manda o link com o valor reajustado pfvr,oferta
Faz 1.100?,oferta
"boa tarde, desculpa a demora , agora que vou conseguir efetuar o pagamento, com o link tinha me mandado ??",pagamento
"Bom dia , me manda dois link de pagamento , um com o valor de R$3.000,00 e o outro com o restante do valor , aí o envio , quero que seja o express",oferta
Tem nota ? Você consegue fazer dois link para pagamento parcelado ? Você só tem na cor red?,nf
Vem com o fone de ouvido?,acessorios
O Modelo X é o XR ou XS?,especificacoes-tecnicas
Qual a vida da beteria ?,especificacoes-tecnicas
Disponível ? Compra Pelo ml mesmo? Vou efetuar a compra agora,estoque
"Aceita 1600,00 pagamento avista?",oferta
"Meu pagamento foi recusado, queria saber o porque. :(",pagamento
Como entro em contato com o vendedor ?,contato
"Entendi, boa sorte!",agradecimento
Com garantia apple?,garantia
Aceita um ipad mini 3 64gb como parte do pagamento?,oferta
Aceita mercado pago ???,oferta
Tem garantia de 1 ano ? Vem com nota fiscal ? E original?,garantia
Ta funcionado tudo,especificacoes-tecnicas
vcs tem na cor prata?,cor
"Olá,é possível realizar o pagamento com dois cartões de credito?",pagamento
"Se fosse frete grátis ou até 50,00 eu comprava tenho 2509 de limite. Não consegue fazer um preço melhor pra mim?",frete
Pq o frete ta tão caro?,frete
Não tem como ser frete grátis?,frete
"Boa tarde,   Efetuei o pagamento há 2 dias e me enviaram hoje o codigo de rastreamento = 000000. poderia verificar?",entrega
Saúde da bateria (%)?,especificacoes-tecnicas
"Até 1200,00 vendo",oferta
Tem pronta entrega do branco? Podemos negociar? Entrega em quantos dias no rio? Nf? Anatel?,entrega
"R$ 470,00 de frete e 30 dias para entregar... kkkkkkkkkkkkkk",frete
"Olá, há a possibilidade de fazer uma parte do pagamento a vista e o restante parcelado no boleto?",pagamento
"olá, eu consigo realizar o pagamento em dois cartões? um de débito eu queria dar uma entrada e um de crédito parcelar o restante",pagamento
Pagamento em dois cartões ?,pagamento
o frete ta saindo 400 reais ? como faz tem algo errado,frete
"Oi, boa noite! O valor desse frete esta correto!? Absurdo esse frete!!!!",frete
"Ele funciona normalmente? Qual a atualização do mesmo, haja vista a memória que é pequena.",especificacoes-tecnicas
Faz frete grátis que vou efetuar a compra,frete
"Boa tarde, é possível realizar o pagamento metade no boleto a vista ou depósito e metade no cartão de crédito?",pagamento
Tem na cor azul?,cor
É isso mesmo 203 reais de frete ?,frete
"Bom dia. Por gentileza, eu consigo fazer o pagamento parte no boleto e parte no cartão de crédito?",pagamento
Boa noite Tem como efetuar com 2 pagamentos ?,pagamento
Este produto é novo? Qual valor frete 41830380,frete
Vem com carregador e fone? Esse Iphone e novo ou recuperado/ usado?,condicao
Funciona perfeitamente,condicao
Não tem o frete expresso?,frete
"Estou querendo mesmo ,mas o frete e mto alto",frete
Boa noite.  Porque esse frete tão caro?,frete
Reveja esse frete absurdo  Inviável,frete
Bom dia ! Qual o valor do frete para o cep: 36520-000. ?,frete
"Você manda de brinde, capinha e película?",brinde
já vendeu,estoque
Boa tarde ... tem opção de pagamento em 2 cartões de crédito ?,pagamento
"Bom dia, para pagamento a vista qual o valor?",pagamento
Tem cor preta ? Nao consegue frete gratis cep 88058197,cor
Ola teria um com.tato z a a e p e,contato
Não consegue melhorar nem um pouquinho? Vou pagar o boleto na sexta feira. É presente pra minha namorada.,oferta
Eh recondicionado??????,condicao
N tem frete grátis pra capital do Brasil .,frete
esta disponivel ?,estoque
"Olá, poderia me enviar com frete grátis, se sim, compro de imediato, obrigado!",frete
Boa tarde! O envio para o CEP 93415530 é realizado via Correios ou transportadora? Qual o prazo de envio após a confirmação de pagamento? Produto novo? Obrigada!,entrega
Vc tem esse modelo na cor prata?,cor
"Boa tarde, vocês possuem a cor preto foszco?",cor
"Bom dia , tem da cor prata ???",cor
como esta a carcaça desse celular ?,condicao
Bomdia faz por 1500,oferta
Frete caro. Nao tem como ser frete gratis?,frete
"Bom dia, consigo retirar em mãos ?",entrega
Faz por 270 com frete gratis?,frete
"Faz por 250,00 frete grátis moço compro se pudee",frete
650 avista ???,oferta
Olá ainda te estoque?,estoque
Ainda tem? Em perfeito estado?,condicao
Vc da garantia  iphone,garantia
Vc vem entregar pessoalmente?,entrega
Tem cor Rose? e pronta entrega?,cor
podemos fechar aGora chaMa no  juliaamaraljardim80 A gMeiL com..,contato
Tem rosa,cor
eu sou de Itabira-MG teria como pegar em bh?,entrega
"Ok. Vou comprá-lo amanhã. Antes poderia me mandar fotos do aparelho. Meu zap: treze,nove,oito,dois,zero,dois.zero,nove,dois,dois.",contato
Ainda esta disponível? Icloud é liberado?,estoque
É nacional? Com garantia apple? Lacrado?,condicao
Qual a porcentagem saúde da bateria ?,especificacoes-tecnicas
Quanto tempo de uso dos celulares ? Vem com marca de uso?,condicao
"me chama no softbauru (a) outi louque pontos con , tenho interesse",contato
Olá só está cor disponível?,cor
Vc só tem essa cor,cor
O aparelho ven com fone e carregador ?,acessorios
poderia me enviar mais fotos via whats?,contato
me chama no meu nmr CEP -11991829347,contato
vou efetuar o pagamento,agradecimento
Olá boa noite alguma peça já foi trocada do celular tela  ou algo do tipo,especificacoes-tecnicas
Já tem na cor rosa ?,cor
"Boa noite, faria um valor menor para um pagamento a vista?",pagamento
Olá se eu comprar precisarei da sua senha do iCloud para desbloquear ele quando consertar ... pode ser ?,especificacoes-tecnicas
Ainda tem o Silver? a tela é original ou já foi trocada?,cor
"Oi, pode passar seu whats app pra eu ver mais fotos do dispositivo?",contato
Tem o xs maxx ???,estoque
O iPhone vem com a caixa tbm?,acessorios
Amigo ele e usado? Ele vai pegar whasapp normal,condicao
"Amigo, ao trocar a tela, tudo ficou bem justinho?? Pergunto isso pq uma vez peguei um 5s trocado a tela também, mas a tela estava solta... eu tinha que ficar apertando ela pra dentro pra voltar srsr...",especificacoes-tecnicas
A tela está boa? Consegue baixar esse valor?,oferta
"Boa noite, vc sabe me dizer a saúde da bateria e se vem todos os itens como carregador e fone originais?",condicao
Consigo retirar hj com bcs ?,entrega
Assim e o resto tudo funcionando,condicao
Boa noite vc tem como colocar o frete pra bahia no valor do produto,frete
bom dia . qual o frete para 04810-120 - sp capital,frete
Tem disppnivel na cor silver,cor
Vc pagava 2300 e agora paga 2000?,pagamento
"Boa Noite !!! Vc pode me passar seu número , e me envia as fotos do aparelho pra mim ver como que ele está",fotos
Tem na cor preto me faz 800?,cor
Faz desconto para pagamento à vista ?,pagamento
oi ele vem com nota fiscal? Consigo habilitar sem problemas na Vivo?,nf
aceita 800,oferta
boa tarde vocês tem na cor preta?,cor
Tem qual cor ?,cor
Quantos mp tem a câmera ??,especificacoes-tecnicas
face id funcionando,especificacoes-tecnicas
Faz pra 700?,oferta
Ok obrigado mesmo assim,agradecimento
"Comprando dois,voce faz por 600?",oferta
pega zap,contato
"Olá, vc ainda tem na cor prata ?",cor
Qual a cor disponível? Podemos negociar o preço?,cor
Qual telefone de contato?,contato
Possui marcas de uso? tem na cor dourada?,cor
A vista n tem desconto?,oferta
Vc entrega em comunidade ?,entrega
Quanto paga em um 6s plus rose 128G perfeito estado estético. Não liga pois deu defeito na placa ????,especificacoes-tecnicas
Bom dia gostaria de saber se o aparelho está disponível para venda ainda?,estoque
Fecha nos 3000 pagamento a vista,oferta
Bom dia poderia passar seu e-mail pra mim poder entrar em contato com você. Estou no trabalho agora fico no seu aguardo obrigado.,contato
"Boa noite, qual a cor dele?",cor
Pagamento sem juros?  Qual a cor?  Não tem mais fotos?,pagamento
Olá è desbloqueado para toda operadora?,especificacoes-tecnicas
"vi em um outro anúncio seu um dourado, não teria como fazê-lo neste preço, precisa muito...",cor
Realizei o pagamento!,agradecimento
Olá estou saindo de casa pra realizar o pagamento ok?,pagamento
Estarei efetuando o pagamento amanhã ok?,pagamento
Vou fazer só o pagamento,pagamento
Poxa cara o frete tá de 150.89 reais tá muito salgado!,frete
Como que eu faço pra entrar em contato com você? 450!,contato
Posso comprar?,pagamento
Qual o menor valor do celular,oferta
Eles va o bani minha conta passa o seu que eu entro en contato,contato
"Vou pensar e te falo, mas gostaria de falar por ZAP pra poder te mandar fotos e mostar ele certim se tiver como",contato
Queria que me comprovasse .. algo .. porque faz dois dias que tomei um golpe . Comprei 2.800 e não recebir.o produto .,pagamento
tem a cor gold ??,cor
Tem na cor preta de 128 giga?,cor
Produto nacional ou importado?,especificacoes-tecnicas
Mas ele liga ? Funciona ?,condicao
Qual o tempo de uso? E  tem Whatsapp ?,condicao
"Boa Tarde! Teria como gerar um boleto de R$ 1000,00 e o restante pagar no cartão?",pagamento
"Boa tarde. É possível manter este valor à vista, considerando pagamento s/ juros ? Obrigado",pagamento
Olá me passa o contato para fecharmos negócio certeza da compra,contato
Pago somente pelo marcado livre ! Sem desvio de pagamento !! A VISTA.,pagamento
faz 4800,pagamento
Ele é  original?? Posso confiar??,original
Preciso duas unidades. Pode me passar preco com desconto?,oferta
Qual menor preço você pode fazer pra mim estou interessado,oferta
Está zerado como na moto sem riscos ?,especificacoes-tecnicas
Qual a % de saude da bateria? Quanto tempo de uso?,especificacoes-tecnicas
Fotos reais dk aparelho ?,fotos
"Bom dia. O display que vc trocou é original? O aparelho já foi molhado por dentro, pois se fez banho químico entrou água dentro da placa?",especificacoes-tecnicas
Pago 2000 avista,oferta
Vc pode me enviar fotos mais amplas?,fotos
Tem como você mandar a foto,fotos
"Pagamento via mercadolivre, e retiro pessoalmente no local.",pagamento
Qual a cor tem ?,cor
Pode passar seu zap?,contato
"Bom dia, ele vem com o  carregador e fone???",acessorios
Tem ainda ??,estoque
Ok esperando la,agradecimento
olá  esse celular tem nota fiscal?,nf
Boa tarde qual cor disponível,cor
Vc tem o aparelho na cor vermelha???,cor
"Oi boa noite, qual a saude da bateria do produto ???",especificacoes-tecnicas
"ola bom dia  dorei me passa seu contato irei ficar com ele   Eu acabei de receber ,Como vai Amigo  Consigo fazer a compra hoje mesmo se me der preferência, àvista! Entre em contato,Fabianafrancocabrall a gmail.com",contato
Poe frete gratis,frete
Bom dia trabalhar com replicar amigo ?,original
"Ainda tem o iPhone 7 plus ? Tem q ser o 7 plus. Se sim, quais as cores disponíveis ?",cor
Você tem com memória menor e com um melhor preço?,especificacoes-tecnicas
Tem a  cor Rose?,cor
consegue fazer frete grátis pelo menos?,frete
vem com nota fiscal?,nf
Preciso saber se estar funcionado,condicao
Boa noite! Voce tem na cor silver?,cor
Me interessei me manda seu Whatsapp pra te fazer mais perguntas ( perdoa pq nunca fiz compras assim pela internet e tenho medo ) por isso tantas perguntas rs,contato
Quantos mAh de bateria?,especificacoes-tecnicas
Tem na cor verde meia noite,cor
mande seu email vou comprar agora amigo,contato
Ambas as carcaças estão com bateria e tela funcionando?,especificacoes-tecnicas
Tem na cor branca?,cor
Bom dia tem desconto pra pagamentos a vista?,pagamento
Boa noite você tem ainda? Qual ele tem mais algum defeito além do trincado na tela?,condicao
Estão fazendo os envios normal??? Mesmo com essa questão do covid,frete
Tenho um iPhone 8 64gb cinza espacial desbloqueado valor 1600,oferta
Tem a cor red ?,cor
Muda aí pra gente fechar,contato
tem como deixar frete grátis ?,frete
tem na cor verde 256gb ?,cor
Manda seu zap ai e manda fts,contato
"Pega um 7 Plus 32gb Rose muito bem conservado, sem detalhes, saude da bateria em 77%? No aguardo. Se interessar dou um jeito de te enviar fotos e vídeos do telefone.",oferta
Qual as cores disponíveis,cor
Tem de 128 gb?,especificacoes-tecnicas
Só tem nessa cor é?,cor
Olha... estou muito afim de fechar com vc....os correios esta normal por ai p envio?,frete
"Como você me passa nesse valor pra comprar? Em 12x certo, igual estava?",pagamento
"consegue entregar em maos? Shopping, Estacao de metro.",entrega
ele é vermelho ou amarelo ? anúncio tá escrito amarelo,cor
A tela é original? Ja foi vendida?,original
Então ta uma boa noite assim que eu comprar entro em comtato,agradecimento
Vc teria na cor Rose,cor
"Olá, este iPhone é desbloqueado ?",especificacoes-tecnicas
Tudo original?,original
qual cor esta disponivel?,cor
possui a cor preta ?Qual o valo ?,cor
Quero comprar me chamaa carlasuelenbauru Ä Gmail. Cm,contato
So tem na cor prata ?,cor
Pode passar seu WhatsApp ou Instagram pra mim falar melhor com você?,contato
Que numero posso entrar em contato?,contato
Ok pode sim amigo,agradecimento
Ah,agradecimento
algum problema com o icloud? appstore? com as contas logadas dele?,especificacoes-tecnicas
Ele eh usado?,condicao
tem ainda?,estoque
Olá boa noite!!,agradecimento
biometria funciona?,condicao
saude da bateria em quantos?,especificacoes-tecnicas
Vc já trocou alguma vez a tela .... ou alguma coisa dele ??,condicao
Boa noite contato,contato
Contato ?,contato
Moto e troca,oferta
Oiiie Tenho Interesse!!  O aparelho está conservado ?,condicao
ola tem e-mail para contato?,contato
Com esse rsim não pega a claro?,especificacoes-tecnicas
Valor Porque o valor tá 5.000,pagamento
Aceita 300 nele??,oferta
Tem como deixar frete grátis?,frete
é usado????,condicao
tem altualização para iOS 13?,especificacoes-tecnicas
Boa noite. Sou da Tijuca. É possível retirar em mãos?,entrega
Boa noite. Você ver chama Alexandre?,contato
Aceita 300 e o frete por minha conta.,frete
ta disponivel ainda ? posso confiar que ele vai vim como vc falou ?,estoque
Vc tem foto dele de frente e sem capa  da pra usar por enquanto,fotos
Qual cores disponível?,cor
Bom dia  Tem qual cor ?,cor
Ele tem zap pega Wi-Fi e YouTube,contato
Vc pega iPhone 7s como parte de pagamento?,oferta
vc nao pode por contato ou endereço aqui ok,contato
Faz melhor preço sem juros com frete grátis???,frete
Boa noite   O aparelho ai e original ?  Aceita cartao ?   No boleto consigo 300,original
Tem ele na cor do anuncio?,cor
tem rose???? vem nota fiscal???,nf
Quais as cores disponíveis? Menor valor pagamento avista,cor
Você pode chamar no Whats se quiser,contato
Boa noite o frete é grátis,frete
Pode me chama CEP 11-97662-0751 att Mateus Alves meu ZAP,contato
vc parcela? aceita caixa de tênis nike sk  como forma de pagamento tbm?,pagamento
tem na cor Rose?,cor
Oi boa tarde Quero comprar me chama no CEP 14 988405071 att,contato
Os acessórios não são originais não?,acessorios
"Olá, quero entrar em contato pra saber a proposta do valor para vender meu iphone 6s pra vcs",contato
Tem na cor preto fosco?,cor
Você não podia deixar o frete grátis para mim,frete
Ok tem tlgd para de contato?,contato
Contato wzp,contato
Qual a memória ram dele?,especificacoes-tecnicas
Queria saber se a compra foi aceita.,pagamento
"Ol¿ tudo bem ? estou interessado, me chama no cep 14- 997510-304",contato
qual a cor disponivel?,cor
"Amigo, qual cor tem disponive? Ipatinga mg.",cor
Vcs tem na cor preta fosca?,cor
3600 ?,oferta
aparelho na cor dourada certo?,cor
"Boa tarde  Coleg, Tudo bom vamos fechar entre em contato advgenzo2015 ä gmail.com",contato
"Poderia me chama no WhatsApp CEP 11-99435-2492 att Ed, ou manda o seu",contato
Tem contato pra fecharmos hoje,contato
Aonda tem disponível na cor roser?,cor
Valor para frete via sedex para fortaleza?,frete
Quanto fica o frete para Porto Alegre?,frete
Posso fazer a retirada do produto no local?,entrega
iCloud limpo ? Está enviando ?,especificacoes-tecnicas
Como esta a saude da bateria ? Consegue tirar algo para fecharmos negocio ?,condicao
Troca em um 7 mais volta,oferta
Vou comprar o 7 plus 128 gb na cor ouro,cor
Ei não vou querer o celular,agradecimento
bom di! ainda ta com ele a venda?,estoque
tem de 64? quanto é? e o frete para o cep 69084160?,frete
Tem 6s 128gb dourado? Como aceita o pagamento e como é feita a entrega?,entrega
Que cor tem? Quantos gb?,cor
"Bom dia!  Já foi aberto?  segue completo, caixa fone, carregador, cabo?",acessorios
O vendedor desistiu da venda?,estoque
O preço  é  esse mesmo?,pagamento
"Me chama no whatp CEP 11 94877 -5256 Sou o Gael, obrigado",contato
O que eu preciso saber é se pagamento a vista tem desconto melhor,pagamento
não existe menor preço para pagamento a vista? fora daqui,pagamento
qual o frete para 76940-000 ? sedex e pac,frete
Poderia me passar seu contato certeza que irei comprar hoje?,contato
Tem como melhorar esse frete? 65055-680,frete
"me chamar no whatp Cep 11934062752 att Vitor , Me dê preferência",contato
Como faço pra entrar em contato com você?,contato
aceita retirar teria que ser hoje,entrega
Tem ainda? Quanto fica com frete pra 91787219?,frete
Tem whatsapp pra negociar ?,contato
Telefone para contato por favor?,contato
"Olá, vc tem o aparelho na cor preta?",cor
500 a vista?,oferta
"bom dia!!! e aparelho novo?,  se for tem na cor rose",cor
Por que o valor do frete é 300 reais? Que absurdo,frete
"Olá estou interessado, me chama no advocacia.tupicªgmcom",contato
Olá! O aparelho é lacrado ou já foi aberto?,condicao
Amigo esta com caixa nota tudo dele acessorios,acessorios
Quero comprar tem estoque?,estoque
"Boa tarde, o que acompanha ? Tem marcas de uso (trincado, tem tela original...) ? E teria um telefone  para contato ?",contato
E qual a cor disponivel?,cor
Quanto paga nesse?   iPhone 6 - Para Retira De Peças  https://produto.mercadolivre.com.br/MLB-1502219335-iphone-6-para-retira-de-pecas-_JM,oferta
Boa noite ! Esta funcionando ?,condicao
Tem a chavinha para encaixar o chip?,especificacoes-tecnicas
Tem disponível??? Na cor rosa,cor
"Para pagamento a vista, via boleto há possibilidade de algum desconto?",pagamento
Tá bom tem que cor?,cor
fas 1600,oferta
Me chama no zap tenho interesse pra hoje,contato
Não pode abaixar um pouco o valor? Pagamento à vista?,pagamento
Poderia me chamar no Whats? CEP 11- 95794-5814  Att Valéria ribeiro,contato
Já mandei amigo,agradecimento
Passa o contato do whatsapp,contato
Pode me chama CEP (11) 96602-9314 att André R meu ZAP ou me envia o seu,contato
Faz 1000?,oferta
E a cor que cor tem,cor
"E tá novo , e só tem essa cor disponível",cor
posso retirar em mãos? tem algum contato pra negociarmos?,contato
O produto ainda está disponível? O preço ainda continua o mesmo?,estoque
tá a venda ainda? fechamos hoje!!,estoque
"Vc aceita 2.700,00 a vista, pagamento pelo mercado pago?",oferta
Poderia me chamar no whstsapp CEP 11998824330 att bianca,contato
"Preciso trocar o meu de 64Gb (XS Preto) por outro com mais capacidade, ainda tem nota e garantia, aceita o meu como parte do pagamento ?",oferta
Tem algum contato pra fecharmos hoje,contato
"Boa noite, vc compra iPhone 7, tela quebrada?",oferta
esta tudo certo com ele?,especificacoes-tecnicas
Olá boa tarde! qual o tempo da garantia do fabricante ? é 1 ano ?,garantia
Qual o frete pra 37460000,frete
"Faça um novo anúncio com o novo valor, vê se consegue melhorar mais um pouco ai, obrigado",pagamento
Celular com algum problema?,condicao
Boa Noite!Ele vêm lacrado?,especificacoes-tecnicas
Se eu fizer o pagamento hoje vocês me enviam que dia,entrega
Quero comprar... Me chama no adrianasacorretoria a gm,contato
Qual o frete 57955000,frete
Tem na cor gold vida útil da bateria ?,cor
Oi pode colocar frete gratis,frete
Tem qual cor disponível no momento ?,cor
Que cor tem ainda?,cor
Ainda está disponível para venda? Pagamento à vista tem desconto?,pagamento
Algum desconto para pagamento a vista? Tem na cor branca ou gold?,pagamento
Você tem da cor branca ?,cor
Tem ele na cor dourado?,cor
"Ola , emite nota fiscal ?",pagamento
